ID;COD_COMPONENTE;IMG_LATOSX;IMG_LATODX;CLASSE_LATOSX;CLASSE_LATODX;CLASSE_ASTASX;CLASSE_ASTADX;CLASSE_CALCIOSX;CLASSE_CALCIODX
370;6;20203 2 9 577 .png;20203 2 9 5654.png;4;4;3+;3+;3+;3+
371;6;20203 2 102 28.png;20203 2 102 12.png;4;4;3+;3+;3+;4
372;6;20203 2 103 23.png;20203 2 103 7 .png;4;4;4;4;4;4
373;6;20203 2 104 1 .png;20203 2 103 50.png;4;4;4+;4+;4+;4+
374;6;20203 2 104 44.png;20203 2 104 33.png;4;4;4;4;4;4
375;6;20203 2 105 42.png;20203 2 105 21.png;4;4;4;4;4;4
376;10;20203 2 106 52.png;20203 2 106 27.png;4;4;4;4;4-;4-
377;6;20203 2 107 58.png;20203 2 107 29.png;4;4;4-;4-;4-;4-
378;6;20203 2 104636.png;20203 2 10466 .png;4;4;5;4;4-;4
379;6;20203 2 10484 .png;20203 2 104745.png;4;4;4+;4+;4+;4
380;6;20203 2 10502 .png;20203 2 104947.png;4;4;3+;3+;4;4
381;6;20203 2 134210.png;20203 2 134147.png;4;4;4-;4;4;4-
382;6;20203 2 13433 .png;20203 2 134242.png;4;4;4-;4;4;4
383;6;20203 2 134358.png;20203 2 134345.png;4;4;5+;5+;4;4
384;6;20203 2 134543.png;20203 2 134524.png;4;4;3+;3+;4+;4
385;6;20203 2 134823.png;20203 2 13484 .png;4;4;3+;3+;4-;4
386;6;20203 2 134916.png;20203 2 134857.png;4;4;4;3+;4;4-
387;6;20203 2 135022.png;20203 2 13505 .png;4;4;3+;4-;4-;4-
388;6;20203 2 135117.png;20203 2 135058.png;4;4;3+;3;4-;4
389;6;20203 2 13528 .png;20203 2 135155.png;4;4;3+;3+;4-;4
390;6;20203 2 13538 .png;20203 2 135252.png;4;4;3+;4-;4+;4+
391;6;20203 2 141646.png;20203 2 14168 .png;4;4;4;4;4;4
392;10;20203 3 6 5514.png;20203 3 6 5459.png;4;4;4-;4-;4+;4+
393;6;20203 3 6 566 .png;20203 3 6 5552.png;4;4;4;4;4;4
394;6;20203 3 6 5648.png;20203 3 6 5637.png;4;4;4;4;4;4
395;6;20203 3 6 5747.png;20203 3 6 5732.png;4;4;4;4-;3+;3+
396;6;20203 3 6 5852.png;20203 3 6 5829.png;4;4;4;3+;4-;4
397;6;20203 3 6 5947.png;20203 3 6 5930.png;4;4;4;4-;4-;4
398;6;20203 3 7 0 38.png;20203 3 7 0 19.png;4;4;4;4;4-;4
399;6;20203 3 7 1 21.png;20203 3 7 1 10.png;4;4;4;4;4;4
400;6;20203 3 7 2 3 .png;20203 3 7 1 52.png;4;4;4;4;4;4
401;6;20203 3 7 2 48.png;20203 3 7 2 34.png;4;4;4;4;4;4
402;6;20203 3 7 3 30.png;20203 3 7 3 18.png;4;4;4;4;4;4
403;6;20203 3 7 4 16.png;20203 3 7 4 4 .png;4;4;4;4;4;4
404;6;20203 3 7 1925.png;20203 3 7 1911.png;4;4;4;4;4;4
405;6;20203 3 7 2027.png;20203 3 7 2015.png;4;4;4;4;4;4
406;6;20203 3 7 2116.png;20203 3 7 2058.png;4;4;4;4;4-;4
407;6;20203 3 7 2217.png;20203 3 7 226 .png;4;4;4;4;4;4
408;6;20203 3 7 237 .png;20203 3 7 2254.png;4;4;4;4;4;4-
409;6;20203 3 7 241 .png;20203 3 7 2339.png;4;4;4;4;4-;4
410;6;20203 3 7 2456.png;20203 3 7 2444.png;4;4;4;4;4-;4-
411;6;20203 3 7 2557.png;20203 3 7 2544.png;4;4;4;4;4;4+
412;6;20203 3 7 2648.png;20203 3 7 2635.png;4;4;3+;3+;3+;3+
413;6;20203 3 7 2731.png;20203 3 7 2720.png;4;4;4;4;4;4
414;6;20203 3 7 2854.png;20203 3 7 2838.png;4;4;3+;4;4-;4
415;6;20203 3 7 2939.png;20203 3 7 2929.png;4;4;4;4;4;4
416;6;20203 3 7 3956.png;20203 3 7 3943.png;4;4;4;4;4;4
417;6;20203 3 7 410 .png;20203 3 7 4038.png;4;4;4+;4;4;4-
418;6;20203 3 7 4146.png;20203 3 7 4135.png;4;4;4;4;4;4
419;6;20203 3 7 4239.png;20203 3 7 4221.png;4;4;4-;4;4-;4
420;6;20203 3 7 4338.png;20203 3 7 4324.png;4;4;4;3+;4;4
421;6;20203 3 7 4451.png;20203 3 7 4441.png;4;4;4;4;4;4
422;6;20203 3 7 4537.png;20203 3 7 4523.png;4;4;4;4;4;4
423;6;20203 3 7 4627.png;20203 3 7 4617.png;4;4;3+;3+;3+;3+
424;6;20203 3 7 4716.png;20203 3 7 474 .png;4;4;4;4;4;4
425;6;20203 3 7 484 .png;20203 3 7 4751.png;4;4;4+;4+;4;4
426;6;20203 3 7 4859.png;20203 3 7 4842.png;4;4;3+;3+;4;4
427;6;20203 3 7 4946.png;20203 3 7 4933.png;4;4;3+;4-;4;4
428;6;20203 3 8 6 35.png;20203 3 8 6 25.png;4;4;4;4;4;4
429;6;20203 3 8 7 19.png;20203 3 8 7 8 .png;4;4;4;4;4;4
430;6;20203 3 8 8 14.png;20203 3 8 8 2 .png;4;4;4;4;4;4
431;6;20203 3 8 9 3 .png;20203 3 8 8 47.png;4;4;4;4;4-;4
432;6;20203 3 8 108 .png;20203 3 8 9 53.png;4;4;4;4;4-;4-
433;6;20203 3 8 1051.png;20203 3 8 1040.png;4;4;4;4;4;4
434;6;20203 3 8 1146.png;20203 3 8 1130.png;4;4;4;3+;4-;4-
435;6;20203 3 8 1311.png;20203 3 8 130 .png;4;4;4;4;4;4
436;6;20203 3 8 148 .png;20203 3 8 1343.png;4;4;4;4;4;4
437;6;20203 3 8 1520.png;20203 3 8 1510.png;4;4;4;4;4;4
438;6;20203 3 8 168 .png;20203 3 8 1558.png;4;4;4;4;4;4
439;6;20203 3 8 176 .png;20203 3 8 1656.png;4;4;4;4;4;4
440;6;20203 3 8 1917.png;20203 3 8 195 .png;4;4;4;4;4;4
441;6;20203 3 8 2013.png;20203 3 8 203 .png;4;4;4;4;4;4
442;6;20203 3 8 2057.png;20203 3 8 2045.png;4;4;4;4;4;4
443;6;20203 3 8 2221.png;20203 3 8 227 .png;4;4;4-;4-;4;4-
444;6;20203 3 8 2312.png;20203 3 8 230 .png;4;4;3+;3;4;4
445;6;20203 3 8 247 .png;20203 3 8 2352.png;4;4;4-;3+;4;4
446;6;20203 3 8 2453.png;20203 3 8 2441.png;4;4;4;4;4;4
447;6;20203 3 8 2541.png;20203 3 8 2530.png;4;4;4;4;4;4
448;6;20203 3 8 2629.png;20203 3 8 2618.png;4;4;4;4;4;4
449;6;20203 3 8 2729.png;20203 3 8 273 .png;4;4;4+;4;4+;4
450;6;20203 3 8 2823.png;20203 3 8 2812.png;4;4;4;4;4;4
451;6;20203 3 8 297 .png;20203 3 8 2857.png;4;4;4;4;4;4
452;6;20203 3 8 2956.png;20203 3 8 2942.png;4;4;3+;4;4;4
453;6;20203 108 0 11.png;20203 107 5947.png;4;4;4+;4;4+;4
454;6;20203 108 1 21.png;20203 108 1 7 .png;4;4;3+;3+;4+;4+
455;6;20203 108 2 19.png;20203 108 2 1 .png;4;4;3+;4;4;4
456;6;20203 108 3 23.png;20203 108 3 12.png;4;4;4+;4+;4;4
457;6;20203 108 7 55.png;20203 108 7 42.png;4;4;4;4;4;4
458;6;20203 108 9 42.png;20203 108 9 15.png;4;4;4-;4;4;4
459;6;20203 108 1029.png;20203 108 1017.png;4;4;4;4;4;4
460;6;20203 108 1118.png;20203 108 114 .png;4;4;4;4;4;4
461;6;20203 108 1224.png;20203 108 129 .png;4;4;4;4;4;4
462;6;20203 108 1323.png;20203 108 1257.png;4;4;4;4;4;4
463;6;20203 108 147 .png;20203 108 1356.png;4;4;4;4;4;4
464;6;20203 108 1451.png;20203 108 1440.png;4;4;4;4;4;4
465;6;20203 108 187 .png;20203 108 1756.png;4;4;4;4;4;4
466;6;20203 108 1851.png;20203 108 1839.png;4;4;4;4;4;4
467;6;20203 108 1944.png;20203 108 1933.png;4;4;4;4;4+;4+
468;6;20203 108 2044.png;20203 108 2027.png;4;4;3+;3+;4-;4
469;6;20203 108 2135.png;20203 108 2118.png;4;4;4-;4;4;4
470;6;20203 108 2226.png;20203 108 228 .png;4;4;3+;4-;4;4-
471;6;20203 108 2315.png;20203 108 2257.png;4;4;4-;4;4;4
472;6;20203 108 243 .png;20203 108 2346.png;4;4;4+;4;4;4
473;6;20203 108 2449.png;20203 108 2438.png;4;4;4+;4+;4+;4+
474;6;20203 108 2544.png;20203 108 2523.png;4;4;3+;4;4;4
475;6;20203 108 2644.png;20203 108 2616.png;4;4;4;4;4+;4
476;6;20203 108 2733.png;20203 108 2720.png;4;4;4;4-;4-;4-
477;6;20203 108 3339.png;20203 108 3320.png;4;4;4-;3+;4-;4
478;6;20203 108 3425.png;20203 108 3413.png;4;4;4;4;4;4
479;6;20203 108 3524.png;20203 108 359 .png;4;4;3+;3+;4-;4
480;6;20203 108 3610.png;20203 108 3558.png;4;4;3+;3+;4-;4-
481;6;20203 108 372 .png;20203 108 3644.png;4;4;4;4-;4-;4-
482;6;20203 108 3832.png;20203 108 3815.png;4;4;4;4;4;4
483;6;20203 108 3921.png;20203 108 394 .png;4;4;4;4;4;4
484;6;20203 108 4033.png;20203 108 409 .png;4;4;4+;4+;4;4+
485;6;20203 108 4122.png;20203 108 417 .png;4;4;3+;4-;4;4
486;6;20203 108 424 .png;20203 108 4153.png;4;4;4-;4-;4-;4-
487;6;20203 108 4256.png;20203 108 4240.png;4;4;3+;3+;4;4
488;6;20203 108 4423.png;20203 108 440 .png;4;4;4-;4;4;4
489;6;20203 109 1728.png;20203 109 1716.png;4;4;4;4;4;4
490;6;20203 109 1812.png;20203 109 180 .png;4;4;4;4;4;4
491;6;20203 109 1946.png;20203 109 1931.png;4;4;4;4;4;4
492;6;20203 109 2034.png;20203 109 2019.png;4;4;4;4;4;4
493;6;20203 109 4320.png;20203 109 4054.png;4;4;4-;3+;4;4
494;6;20203 109 4428.png;20203 109 443 .png;4;4;3+;3;3+;3+
495;6;20203 109 4545.png;20203 109 4527.png;4;4;4-;4-;4;4
496;6;20203 109 5523.png;20203 109 557 .png;4;4;4-;3+;4-;3+
497;6;20203 109 5625.png;20203 109 5610.png;4;4;3+;3+;4;4
498;6;20203 109 5735.png;20203 109 5720.png;4;4;4+;4+;4+;4+
499;6;20203 10108 45.png;20203 109 5829.png;4;4;3+;3+;4-;4-
500;6;20203 10109 42.png;20203 10109 19.png;4;4;3;4-;4;4
501;6;20203 10101111.png;20203 10101040.png;4;4;3+;4-;4-;4
502;6;20203 1010127 .png;20203 10101141.png;4;4;4-;4;3+;4
503;6;20203 1010138 .png;20203 10101251.png;4;4;3+;4-;3+;4-
504;6;20203 10101358.png;20203 10101345.png;4;4;4;4;4;4
505;6;20203 1010341 .png;20203 10103341.png;4;4;4;4;4;4
506;6;20203 10103527.png;20203 10103513.png;4;4;4;4+;4;4-
507;6;20203 10103622.png;20203 1010368 .png;4;4;4;4;4-;4-
508;6;20203 10103713.png;20203 1010371 .png;4;4;4;3+;4;4
509;6;20203 1010385 .png;20203 10103750.png;4;4;4;4;4-;4-
510;6;20203 10103850.png;20203 10103837.png;4;4;4;4;4;4
511;6;20203 10103945.png;20203 10103932.png;4;4;3+;3+;4;4
512;6;20203 10104039.png;20203 10104023.png;4;4;3+;4;4;4
513;6;20203 10104128.png;20203 10104114.png;4;4;3+;3;4-;4-
514;6;20203 10104214.png;20203 1010423 .png;4;4;4-;4-;4-;4-
515;6;20203 1010430 .png;20203 10104248.png;4;4;4-;4-;4;4
516;6;20203 10104353.png;20203 10104332.png;4;4;4-;4-;4+;4+
517;6;20203 10105510.png;20203 10105446.png;4;4;4-;4-;4;4-
518;6;20203 1010566 .png;20203 10105548.png;4;4;4-;3+;4;4
519;6;20203 1010573 .png;20203 10105646.png;4;4;3+;4-;4-;4
520;6;20203 10105820.png;20203 10105741.png;4;4;4;4-;4-;4
521;6;20203 10111 7 .png;20203 10110 49.png;4;4;3+;3;4-;4-
522;6;20203 10112 6 .png;20203 10111 46.png;4;4;4;3+;4-;4
523;6;20203 10112 59.png;20203 10112 43.png;4;4;4-;4;4;4
524;6;20203 10113 48.png;20203 10113 33.png;4;4;4;4;4;4
525;6;20203 10115 18.png;20203 10114 53.png;4;4;4-;3+;4;4
526;6;20203 10116 11.png;20203 10115 58.png;4;4;3;3;4+;4+
527;6;20203 10117 9 .png;20203 10116 57.png;4;4;4;3;4;3+
528;6;20203 10117 58.png;20203 10117 42.png;4;4;4;4;4;4
529;6;20203 10111112.png;20203 1011110 .png;4;4;4+;4+;4;4-
530;6;20203 10111216.png;20203 1011123 .png;4;4;4;4;4;4-
531;6;20203 10111311.png;20203 10111255.png;4;4;4-;4-;4;4
532;6;20203 1011146 .png;20203 10111349.png;4;4;4-;4;4-;4
533;6;20203 10111448.png;20203 10111437.png;4;4;4;4;4;4
534;6;20203 10111532.png;20203 10111516.png;4;4;4-;4;4+;4
535;6;20203 10111616.png;20203 1011166 .png;4;4;4;4;4;4
536;6;20203 10111710.png;20203 10111653.png;4;4;4;4;4;4
537;6;20203 10112411.png;20203 10112356.png;4;4;4-;4-;4;4
538;6;20203 10112513.png;20203 10112455.png;4;4;4-;4-;4;4
539;6;20203 10112711.png;20203 10112648.png;4;4;4;4;4;4
540;6;20203 10112855.png;20203 10112826.png;4;4;4-;3+;4-;4-
542;9;20203 18183 47.png;20203 18183 33.png;3+;3+;3;3;3+;3+
543;9;20203 18184 53.png;20203 18184 29.png;3+;3+;3-;2;3;3
544;9;20203 18185 50.png;20203 18185 32.png;3+;3+;3;3+;3+;4-
545;9;20203 18186 40.png;20203 18186 21.png;3+;3+;3;3+;3+;3+
546;9;20203 18187 38.png;20203 18187 17.png;3+;3+;2+;2;3+;3
547;9;20203 18188 24.png;20203 18188 9 .png;3+;3+;3+;3+;3+;3+
548;9;20203 18189 16.png;20203 18189 4 .png;3+;3+;3+;3+;4-;4-
549;9;20203 1818107 .png;20203 18189 53.png;3+;3+;3+;3;3+;4-
550;9;20203 1818113 .png;20203 18181044.png;3+;3+;3+;3+;3+;4
551;9;20203 18181155.png;20203 18181139.png;3+;3+;3;3+;3;3
552;9;20203 18181526.png;20203 1818152 .png;3+;3+;3+;3+;4-;4
553;9;20203 18181616.png;20203 1818163 .png;3+;3+;2;2;3;3+
554;9;20203 18181853.png;20203 18181842.png;3+;3+;3+;3+;3+;3+
555;9;20203 18181947.png;20203 18181930.png;3+;3+;3+;3;3+;3+
556;9;20203 18182042.png;20203 18182028.png;3+;3+;3;3;3;3
557;9;20203 18182217.png;20203 18182156.png;3+;3+;3;3;3+;3+
558;9;20203 18212818.png;20203 1821281 .png;3+;3+;3+;3+;3+;4-
559;9;20203 18212915.png;20203 18212849.png;3+;3+;4-;3+;3+;4-
560;9;20203 1821306 .png;20203 18212946.png;3+;3+;3;3+;3;3+
561;9;20203 1821313 .png;20203 18213042.png;3+;3+;3+;3;3;3
562;9;20203 18213149.png;20203 18213138.png;3+;3+;3;3;3+;3+
563;9;20203 18213235.png;20203 18213223.png;3+;3+;3+;3+;3+;3
564;9;20203 18213319.png;20203 1821338 .png;3+;3+;3+;3+;3+;3+
565;9;20203 1821343 .png;20203 18213352.png;3+;3+;3;3;3+;3+
566;9;20203 18213620.png;20203 1821365 .png;3+;3+;3;3;4-;4-
567;9;20203 18213718.png;20203 1821373 .png;3+;3+;3+;3;3+;3+
568;9;20203 18213835.png;20203 18213818.png;3+;3+;3;2;2;3
569;9;20203 18213952.png;20203 18213936.png;3+;3+;3;3;3;3+
570;9;20203 18214040.png;20203 18214028.png;3+;3+;4-;4-;3+;3+
571;9;20203 18214129.png;20203 18214114.png;3+;3+;3;3+;3;3+
572;9;20203 18214214.png;20203 1821421 .png;3+;3+;3;3;3;3
573;9;20203 18214257.png;20203 18214247.png;3+;3+;3+;3+;3+;3+
574;9;20203 18214347.png;20203 18214335.png;3+;3+;2;2;3+;3+
575;9;20203 18214739.png;20203 18214726.png;3+;3+;3+;3;3+;3+
576;9;20203 18214853.png;20203 18214838.png;3+;3+;3+;3;3;3
577;9;20203 18214956.png;20203 18214947.png;3+;3+;3+;3+;3+;3+
578;9;20203 18215035.png;20203 18215024.png;3+;3+;3+;3+;3+;3+
579;9;20203 18215132.png;20203 18215118.png;3+;3+;2;2;3;3
580;9;20203 18215236.png;20203 18215223.png;3+;3+;3-;3-;3+;3+
581;9;20203 19153128.png;20203 1915311 .png;3+;3+;3-;3-;3+;3+
582;10;20203 19153229.png;20203 19153211.png;3+;3+;2+;3;3;3
583;9;20203 19153327.png;20203 19153314.png;3+;3+;3+;3+;4-;4-
584;9;20203 19153411.png;20203 19153359.png;3+;3+;3+;3+;3+;3+
585;9;20203 1915352 .png;20203 19153451.png;3+;3+;3;3;3;3
586;9;20203 1915374 .png;20203 19153652.png;3+;3+;3+;3+;3+;3+
587;9;20203 1915386 .png;20203 19153754.png;3+;3+;3;4-;3;3
588;9;20203 19153925.png;20203 19153910.png;3+;3+;3+;3;3+;3
589;9;20203 19154022.png;20203 19154011.png;3+;3+;3-;3-;3;3
590;9;20203 19154125.png;20203 19154110.png;3+;3+;3-;2-;3;3
591;9;20203 19154518.png;20203 1915451 .png;3+;3+;3-;3+;3+;3+
592;9;20203 1915529 .png;20203 19155155.png;3+;3+;3;3-;3+;3+
593;9;20203 19155349.png;20203 19155333.png;3+;3+;3-;2+;3+;3+
594;9;20203 19155442.png;20203 19155431.png;3+;3+;3+;3+;3+;3+
595;9;20203 19155530.png;20203 19155517.png;3+;3+;3+;3+;3+;3+
596;9;20203 19155613.png;20203 1915562 .png;3+;3+;3+;3+;3+;3+
597;9;20203 1915574 .png;20203 19155653.png;3+;3+;3;3;3;3
598;9;20203 19163 24.png;20203 19163 6 .png;3+;3+;3-;2+;3+;4-
599;9;20203 19164 45.png;20203 19164 34.png;3+;3+;3+;3+;3+;3+
600;9;20203 19165 48.png;20203 19165 31.png;3+;3+;3;3;3-;3-
601;9;20203 19166 40.png;20203 19166 23.png;3+;3+;3+;3+;3;3+
602;9;20203 19167 22.png;20203 19167 10.png;3+;3+;3+;3+;3+;3+
609;3;20200506080829.png;20200506080759.png;3;3;3;3;3-;3-
610;3;20200506081004.png;20200506080935.png;3;3;3-;3;3-;3-
611;3;20200506081118.png;20200506081056.png;3;3;3;3;3-;3-
612;3;20200506081223.png;20200506081207.png;3;3;3-;3-;3-;3-
613;3;20200506081321.png;20200506081307.png;3;3;3-;3-;3-;3-
614;3;20200506081442.png;20200506081410.png;3;3;3;3;3-;3-
615;3;20200506081616.png;20200506081547.png;3;3;3-;2+;3-;3-
616;3;20200506081752.png;20200506081725.png;3;3;3-;3-;3-;3-
617;3;20200506082052.png;20200506082030.png;3;3;3+;4-;3-;3-
618;3;20200506082156.png;20200506082137.png;3;3;4-;3+;3-;3-
619;3;20200506092640.png;20200506092625.png;3;3;3;3;3-;3-
620;3;20200506092743.png;20200506092724.png;3;3;3;3-;3-;3-
621;3;20200506092859.png;20200506092833.png;3;3;2+;3-;2+;3-
622;3;20200506092959.png;20200506092945.png;3;3;3-;3-;3-;3-
623;3;20200506093057.png;20200506093041.png;3;3;3-;3-;3-;3-
624;3;20200506093151.png;20200506093140.png;3;3;3-;3-;3-;3-
625;6;20200506123335.png;20200506123315.png;4;4;4;4-;4+;4+
626;6;20200506124751.png;20200506124733.png;4;4;4+;4+;4;4
627;6;20200506124851.png;20200506124834.png;4;4;4+;4+;4;4+
628;6;20200506125131.png;20200506125045.png;4;4;4-;4+;4+;4+
629;6;20200506125234.png;20200506125215.png;4;4;4;4+;4+;4+
630;6;20200506125328.png;20200506125314.png;4;4;4+;4+;4;4
631;6;20200506125422.png;20200506125406.png;4;4;4-;4+;4+;4+
632;6;20200506125809.png;20200506125503.png;4;4;4-;4-;4;4+
633;6;20200506125957.png;20200506125929.png;4;4;3;3;4+;4
634;6;20200506130051.png;20200506130036.png;4;4;4+;4+;4+;4+
635;6;20200506131011.png;20200506130950.png;4;4;4-;4-;4+;4+
636;6;20200506131620.png;20200506131553.png;4;4;3+;4-;3+;4-
637;6;20200506131733.png;20200506131709.png;4;4;3+;4-;4+;4
638;6;20200506131837.png;20200506131814.png;4;4;4-;4-;4+;4+
639;6;20200506132729.png;20200506132657.png;4;4;4-;3+;4;4-
640;6;20200506132847.png;20200506132821.png;4;4;3+;3-;4;4+
641;6;20200506133000.png;20200506132943.png;4;4;3-;3-;4-;4-
642;6;20200506133057.png;20200506133036.png;4;4;3+;4-;4-;4-
643;6;20200506133150.png;20200506133133.png;4;4;4-;3-;4-;4-
644;6;20200506133248.png;20200506133226.png;4;4;3+;3+;3;3+
645;6;20200506133408.png;20200506133347.png;4;4;3+;4-;3+;3+
646;6;20200506133512.png;20200506133448.png;4;4;4-;4-;4-;4-
647;6;20200507065054.png;20200507065037.png;4;4;4-;4-;4+;4+
648;6;20200507065206.png;20200507065139.png;4;4;4-;4-;4+;4+
649;6;20200507065456.png;20200507065433.png;4;4;3+;4-;4;4
650;6;20200507065556.png;20200507065541.png;4;4;4-;4-;4-;4-
1603;4;20200515193120.png;20200515193051.png;2;2;3;3-;2+;2+
1604;4;20200515193255.png;20200515193223.png;2;2;3+;3;2-;2-
1605;4;20200515193355.png;20200515193339.png;2;2;2+;2+;2+;2+
1606;4;20200515193444.png;20200515193428.png;2;2;2+;2+;2+;2+
1607;4;20200515193538.png;20200515193521.png;2;2;2+;2+;2-;2-
1608;4;20200515193642.png;20200515193625.png;2;2;2+;2+;2+;2-
1609;4;20200515193751.png;20200515193735.png;2;2;2-;2-;2-;2-
1610;4;20200515193847.png;20200515193828.png;2;2;2-;2+;2-;2-
1611;4;20200515193957.png;20200515193929.png;2;2;2;2-;2-;2
1612;4;20200515194057.png;20200515194040.png;2;2;2-;2-;2+;2+
1613;4;20200515194253.png;20200515194236.png;2;2;2+;2+;2-;2
1614;11;20200518091221.png;20200518091146.png;2;2;2+;2+;2+;2+
1615;11;20200518091429.png;20200518091410.png;2;2;2;2+;2;2+
1616;11;20200518091534.png;20200518091516.png;2;2;2-;2-;2+;3-
1617;11;20200518091713.png;20200518091649.png;2;2;2+;2-;2+;3-
1618;11;20200518091817.png;20200518091754.png;2;2;2-;2+;2+;2+
1619;11;20200518091923.png;20200518091905.png;2;2;2-;2-;2-;2+
1620;11;20200518092024.png;20200518092006.png;2;2;2-;2+;2+;2-
1621;11;20200518092313.png;20200518092250.png;2;2;2-;2-;2-;2-
1622;11;20200518092406.png;20200518092348.png;2;2;2-;2-;2;2-
1623;11;20200518102103.png;20200518102041.png;2;2;2+;2+;2;2-
1624;11;20200518102200.png;20200518102146.png;2;2;2-;2-;2;2
1625;11;20200518102301.png;20200518102246.png;2;2;2+;2+;2+;2+
1626;11;20200518102402.png;20200518102349.png;2;2;1;1;2+;2+
1627;11;20200518102514.png;20200518102451.png;2;2;2+;2;2-;2+
1628;11;20200518102617.png;20200518102601.png;2;2;2-;2-;2-;2-
1629;11;20200518124244.png;20200518124227.png;2;2;2-;2-;2+;2+
1630;11;20200518124346.png;20200518124329.png;2;2;2-;2-;3-;3-
1631;11;20200518124448.png;20200518124429.png;2;2;2-;2+;2-;2-
1632;11;20200518124537.png;20200518124524.png;2;2;2-;2-;2;2-
1633;11;20200518124633.png;20200518124621.png;2;2;2-;2-;2-;2-
1634;11;20200518124727.png;20200518124710.png;2;2;2;2-;2-;2-
1635;11;20200518125115.png;20200518125059.png;2;2;1;1;2-;2
1636;11;20200518125215.png;20200518125158.png;2;2;2-;2-;2+;2+
1637;11;20200518125323.png;20200518125302.png;2;2;3-;2-;2;2-
1638;11;20200518125431.png;20200518125418.png;2;2;2-;2-;2-;2-
1639;11;20200518125604.png;20200518125541.png;2;2;1;2-;2-;2-
1640;11;20200518131247.png;20200518131232.png;2;2;2-;2+;2+;2+
1641;11;20200518131347.png;20200518131333.png;2;2;2-;2-;2+;2+
1642;11;20200518131508.png;20200518131449.png;2;2;1;2-;2-;2-
1643;11;20200518133323.png;20200518133253.png;2;2;2;2+;2;2+
1644;11;20200518133420.png;20200518133405.png;2;2;2+;2+;2+;2+
1645;11;20200518133511.png;20200518133456.png;2;2;2;2+;2+;2+
1646;11;20200518133612.png;20200518133555.png;2;2;2-;2+;2;2-
1647;11;20200518133704.png;20200518133650.png;2;2;2+;3-;2+;2+
1648;11;20200519080842.png;20200519080822.png;2;2;2-;1;2+;2-
1649;11;20200519080948.png;20200519080935.png;2;2;1;1;2+;2+
1650;11;20200519081050.png;20200519081035.png;2;2;1;2-;1;2-
1651;11;20200519081201.png;20200519081146.png;2;2;1;2-;2;2+
1652;11;20200519081303.png;20200519081249.png;2;2;1;1;2-;2-
1653;11;20200519081405.png;20200519081354.png;2;2;2-;2-;2-;2-
1654;11;20200519081509.png;20200519081455.png;2;2;2+;3+;2+;2+
1655;11;20200519081604.png;20200519081550.png;2;2;2-;2-;1;2-
1656;11;20200519081729.png;20200519081712.png;2;2;2;2+;2;2+
1657;11;20200519081943.png;20200519081928.png;2;2;2-;2+;2+;2+
1658;11;20200519082504.png;20200519082451.png;2;2;2-;2-;2+;2+
1659;11;20200519082558.png;20200519082546.png;2;2;2+;2+;2+;2+
1660;11;20200519082713.png;20200519082700.png;2;2;2-;3;2+;2+
1661;11;20200519082816.png;20200519082801.png;2;2;2+;2+;2-;2+
1662;11;20200519082908.png;20200519082857.png;2;2;2-;2-;2+;2+
1663;11;20200519083012.png;20200519082959.png;2;2;2-;2+;2+;2+
1664;11;20200519083111.png;20200519083059.png;2;2;2-;2+;2+;2+
1665;11;20200519083620.png;20200519083609.png;2;2;2+;2+;2+;2+
1666;11;20200519083705.png;20200519083651.png;2;2;2-;2+;2+;2+
1667;11;20200519083804.png;20200519083748.png;2;2;2+;2+;2-;2-
1668;6;20200525162030.png;20200525162008.png;4;4;4-;4-;4-;4-
1669;6;20200525162118.png;20200525162105.png;4;4;4+;4+;4-;4-
1670;6;20200525162222.png;20200525162207.png;4;4;4+;4+;4;4+
1671;6;20200525162318.png;20200525162254.png;4;4;4+;4-;4-;4-
1672;3;20200525172549.png;20200525172526.png;3;3;2+;3-;3-;3
1673;3;20200525172631.png;20200525172622.png;3;3;3-;3-;3-;3-
1674;3;20200525172725.png;20200525172706.png;3;3;3+;3;3-;3-
1675;3;20200525172824.png;20200525172801.png;3;3;3-;2-;3-;3-
1676;3;20200525172911.png;20200525172901.png;3;3;3-;3-;3-;3-
1677;3;20200525173003.png;20200525172953.png;3;3;3-;3-;3-;3-
1678;3;20200525173046.png;20200525173035.png;3;3;3-;3-;3-;3-
1679;3;20200525173125.png;20200525173116.png;3;3;3-;3-;3-;3-
1680;3;20200525173207.png;20200525173154.png;3;3;3+;3-;3-;3-
1681;3;20200525173310.png;20200525173244.png;3;3;3-;2-;3;3-
1682;3;20200525173448.png;20200525173432.png;3;3;3-;3;3-;3-
1683;3;20200525173531.png;20200525173519.png;3;3;3-;3-;3-;3-
1684;3;20200525173610.png;20200525173601.png;3;3;3-;3-;3-;3-
1685;3;20200525173647.png;20200525173639.png;3;3;3-;3-;3-;3-
1686;12;20200525181216.png;20200525181202.png;4;4;4+;4+;4+;4+
1687;12;20200525181307.png;20200525181254.png;4;4;4+;4+;4+;4+
1688;12;20200525181359.png;20200525181346.png;4;4;4+;4+;4-;4
1689;12;20200525181453.png;20200525181440.png;4;4;4+;4+;4+;4+
1690;12;20200525181548.png;20200525181531.png;4;4;4-;4;4+;4+
1691;12;20200525181642.png;20200525181626.png;4;4;4-;4;4+;4+
1692;12;20200525181752.png;20200525181734.png;4;4;4+;4+;4+;4+
1693;12;20200525181849.png;20200525181832.png;4;4;4+;4+;4+;4+
